transaction_id,sender_customer_id,sender_account_id,sender_vpa,receiver_vpa,receiver_customer_id,receiver_type,amount,currency,transaction_type,timestamp,status,channel,device_id,location_id,upi_app,is_fraud
T10095,C1014,A2014,suresh150@oksbi,playzonepvt@razorpay,,merchant,376.89,INR,P2M,16-04-2026 07:33,success,QR,D8178,L3969,BHIM,0
T10045,C1075,A2075,deepa120@okicici,sunita6@ybl,C1003,customer,382.15,INR,P2P,15-04-2026 04:38,success,intent,D3328,L4084,BHIM,0
T10183,C1063,A2063,sanjay440@paytm,betmasterindia@razorpay,,merchant,239.11,INR,collect_request,20-03-2026 04:15,success,QR,D2314,L3393,GPay,0
T10110,C1045,A2045,deepa765@okhdfcbank,quickbazaaronline@paytm,,merchant,312.26,INR,P2M,13-04-2026 13:19,success,QR,D7920,L1209,GPay,0
T10073,C1077,A2077,pooja142@paytm,rapidbetpvt2@upi,,merchant,3749.14,INR,P2M,04-04-2026 13:33,failed,QR,D5128,L4575,BHIM,0
T10496,C1037,A2037,manoj548@paytm,suresh390@okicici,C1001,customer,383.65,INR,P2P,05-04-2026 00:28,success,mobile_app,D4549,L1564,PhonePe,0
T10414,C1006,A2006,pooja571@paytm,cricketbetspvt@easebuzz,,merchant,71295.74,INR,P2M,17-04-2026 06:38,pending,intent,D2669,L1687,GPay,0
T10134,C1019,A2019,sanjay139@ybl,levelupco@easebuzz,,merchant,150.49,INR,P2M,11-04-2026 23:07,success,intent,D2483,L7500,Paytm,0
T10490,C1073,A2073,arjun605@oksbi,cryptoedgepvt@upi,,merchant,91,INR,P2M,02-04-2026 01:49,success,QR,D3869,L7800,PhonePe,0
T10271,C1035,A2035,nikhil809@paytm,lata815@paytm,C1032,customer,327.11,INR,P2P,27-03-2026 02:42,success,intent,D3476,L8317,Paytm,0
T10017,C1012,A2012,manoj174@paytm,sunita92@upi,C1007,customer,7947.4,INR,P2P,25-03-2026 05:14,success,mobile_app,D7870,L4678,Paytm,1
T10024,C1043,A2043,kiran989@paytm,mule734@okaxis,,customer,3100.7,INR,P2P,15-04-2026 02:52,success,intent,D5979,L4974,BHIM,1
T10000,C1005,A2005,sunita90@okicici,mule243@okicici,,customer,3317.81,INR,P2P,09-04-2026 22:43,success,mobile_app,D9788,L6353,BHIM,1
T10383,C1042,A2042,manoj694@paytm,pooja142@paytm,C1077,customer,75930.54,INR,collect_request,16-04-2026 16:16,pending,intent,D1745,L1087,Paytm,0
T10043,C1035,A2035,nikhil809@paytm,offshorevaulthub@easebuzz,,merchant,496.19,INR,P2M,26-03-2026 09:15,success,mobile_app,D5060,L4951,Paytm,0
T10001,C1077,A2077,pooja142@paytm,xr6882@okaxis,,customer,17262.06,INR,collect_request,02-04-2026 06:43,success,intent,D2083,L6081,BHIM,1
T10200,C1041,A2041,anjali628@okaxis,divya602@oksbi,C1070,customer,6068.3,INR,P2P,09-04-2026 14:21,success,QR,D7505,L1003,GPay,0
T10284,C1061,A2061,anjali674@paytm,techworldstore@upi,,merchant,429.82,INR,P2M,06-04-2026 07:09,success,intent,D8898,L2985,Paytm,0
T10431,C1015,A2015,anjali283@paytm,ankit756@okhdfcbank,C1062,customer,495.96,INR,P2P,16-04-2026 06:14,success,QR,D1797,L5999,Paytm,0
T10053,C1052,A2052,mohan534@apl,gamershubstore@razorpay,,merchant,220.42,INR,P2M,15-04-2026 16:45,success,intent,D4695,L3664,BHIM,0
T10381,C1037,A2037,manoj548@paytm,winnersbetstore@upi,,merchant,42967.99,INR,P2M,09-04-2026 21:04,success,mobile_app,D1169,L8682,PhonePe,0
T10268,C1069,A2069,rakesh321@paytm,kiran989@paytm,C1043,customer,3812.5,INR,P2P,09-04-2026 16:15,success,intent,D8687,L6431,BHIM,0
T10428,C1047,A2047,kiran603@okicici,playzone@easebuzz,,merchant,4624.78,INR,P2M,11-04-2026 20:27,success,intent,D7937,L8210,BHIM,0
T10441,C1014,A2014,suresh150@oksbi,bookmyflighthub@upi,,merchant,193.25,INR,P2M,29-03-2026 23:36,success,mobile_app,D5409,L2663,PhonePe,0
T10466,C1063,A2063,sanjay440@paytm,manoj185@okaxis,C1029,customer,51.66,INR,P2P,10-04-2026 23:23,success,intent,D6431,L7158,PhonePe,0
T10365,C1071,A2071,meena866@apl,bitswap@upi,,merchant,69082.68,INR,P2M,31-03-2026 04:19,success,QR,D3883,L1691,BHIM,0
T10461,C1075,A2075,deepa120@okicici,digitalmartonline@razorpay,,merchant,96.21,INR,P2M,15-04-2026 11:06,success,mobile_app,D9337,L5198,Paytm,0
T10186,C1005,A2005,sunita90@okicici,anjali674@paytm,C1061,customer,5946.22,INR,P2P,21-03-2026 03:57,success,intent,D4568,L2850,PhonePe,0
T10290,C1006,A2006,pooja571@paytm,pooja499@okicici,C1078,customer,8386.65,INR,P2P,23-03-2026 19:09,success,mobile_app,D9145,L4613,GPay,0
T10367,C1030,A2030,ritika966@okhdfcbank,tripeasystore@easebuzz,,merchant,380.52,INR,P2M,13-04-2026 03:14,success,QR,D9133,L2478,PhonePe,0
T10187,C1055,A2055,amit46@oksbi,anjali283@paytm,C1015,customer,125.31,INR,P2P,20-03-2026 16:12,success,intent,D8786,L3539,Paytm,0
T10422,C1010,A2010,pooja798@oksbi,betkingonline@razorpay,,merchant,200.52,INR,P2M,13-04-2026 21:20,success,QR,D4501,L2520,Paytm,0
T10354,C1044,A2044,sunita101@ybl,petrolpointpvt1@razorpay,,merchant,6255.7,INR,P2M,04-04-2026 09:23,success,QR,D7749,L6755,GPay,0
T10339,C1003,A2003,sunita6@ybl,oilstoppvt@paytm,,merchant,430.64,INR,P2M,11-04-2026 22:33,success,intent,D4962,L9272,GPay,0
T10382,C1041,A2041,anjali628@okaxis,kavita943@oksbi,C1049,customer,65657.66,INR,P2P,31-03-2026 01:48,success,mobile_app,D2561,L1962,GPay,0
T10136,C1061,A2061,anjali674@paytm,winnersbet@razorpay,,merchant,15658.78,INR,P2M,20-03-2026 17:09,success,intent,D4387,L9485,Paytm,0
T10445,C1038,A2038,swati810@upi,rapidbetco@paytm,,merchant,364.29,INR,P2M,08-04-2026 14:32,success,mobile_app,D9270,L6215,Paytm,0
T10455,C1024,A2024,neha182@paytm,cryptoedgeco@razorpay,,merchant,446.04,INR,P2M,22-03-2026 06:00,success,mobile_app,D4225,L3694,Paytm,0
T10177,C1044,A2044,sunita101@ybl,nikhil832@oksbi,C1039,customer,152.21,INR,P2P,02-04-2026 08:57,success,mobile_app,D1001,L9574,PhonePe,0
T10343,C1041,A2041,anjali628@okaxis,gadgetzone79@paytm,,merchant,223.15,INR,P2M,09-04-2026 04:31,pending,mobile_app,D7672,L5761,BHIM,0
T10482,C1056,A2056,rahul352@oksbi,arjun605@oksbi,C1073,customer,301.3,INR,P2P,19-03-2026 02:33,success,QR,D6810,L6567,PhonePe,0
T10302,C1004,A2004,sanjay780@ybl,arun437@apl,C1059,customer,1536.87,INR,P2P,04-04-2026 07:34,success,mobile_app,D5835,L3568,PhonePe,0
T10253,C1012,A2012,manoj174@paytm,betking@easebuzz,,merchant,358.02,INR,P2M,25-03-2026 14:43,failed,intent,D5227,L6954,BHIM,0
T10444,C1061,A2061,anjali674@paytm,rapidbet@razorpay,,merchant,162.9,INR,P2M,12-04-2026 09:51,success,QR,D1745,L3644,GPay,0
T10132,C1039,A2039,nikhil832@oksbi,quickbazaarindia@upi,,merchant,98.97,INR,P2M,25-03-2026 10:23,success,intent,D4218,L5312,GPay,0
T10404,C1030,A2030,ritika966@okhdfcbank,cricketbetshub@easebuzz,,merchant,331.73,INR,P2M,25-03-2026 19:54,success,QR,D7912,L1357,GPay,0
T10150,C1071,A2071,meena866@apl,sunita101@ybl,C1044,customer,164.2,INR,P2P,25-03-2026 08:08,success,intent,D2951,L4764,BHIM,0
T10243,C1072,A2072,divya834@ybl,tripeasyco@upi,,merchant,3839.53,INR,P2M,04-04-2026 19:14,success,mobile_app,D3446,L5595,GPay,0
T10330,C1015,A2015,anjali283@paytm,simran143@ybl,C1033,customer,379.83,INR,P2P,03-04-2026 03:43,success,QR,D3219,L6855,PhonePe,0
T10348,C1029,A2029,manoj185@okaxis,pooja571@paytm,C1006,customer,2211.48,INR,P2P,19-03-2026 22:26,success,mobile_app,D7269,L6356,PhonePe,0
T10486,C1003,A2003,sunita6@ybl,tripeasy@razorpay,,merchant,81.27,INR,P2M,13-04-2026 02:14,success,mobile_app,D8449,L1941,Paytm,0
T10361,C1032,A2032,lata815@paytm,petrolpoint@razorpay,,merchant,5079.06,INR,P2M,12-04-2026 16:43,success,mobile_app,D9178,L4489,BHIM,0
T10023,C1001,A2001,suresh390@okicici,xr4196@paytm,,customer,172749.25,INR,P2P,08-04-2026 03:18,success,mobile_app,D7044,L4287,Paytm,1
T10395,C1062,A2062,ankit756@okhdfcbank,quickbazaar66@easebuzz,,merchant,7623,INR,P2M,23-03-2026 07:15,success,QR,D9399,L4274,BHIM,0
T10278,C1057,A2057,simran169@okhdfcbank,sanjay780@ybl,C1004,customer,376.36,INR,P2P,16-04-2026 11:29,success,intent,D4552,L2995,GPay,0
T10430,C1004,A2004,sanjay780@ybl,anjali283@paytm,C1015,customer,9496.63,INR,P2P,24-03-2026 12:05,success,QR,D5744,L1659,PhonePe,0
T10041,C1052,A2052,mohan534@apl,kavita943@oksbi,C1049,customer,5311.28,INR,P2P,13-04-2026 03:53,success,mobile_app,D9907,L1319,BHIM,0
T10215,C1067,A2067,meena202@apl,techworldindia@easebuzz,,merchant,270.47,INR,P2M,02-04-2026 07:30,success,mobile_app,D9212,L5519,GPay,0
T10370,C1031,A2031,sanjay299@oksbi,anonpaystore@easebuzz,,merchant,133120.7,INR,P2M,02-04-2026 14:19,success,mobile_app,D1570,L1895,PhonePe,0
T10148,C1073,A2073,arjun605@oksbi,manoj249@upi,C1026,customer,283.89,INR,P2P,05-04-2026 05:21,success,mobile_app,D3535,L7980,Paytm,0
T10247,C1066,A2066,manoj819@okicici,quickbucks40@easebuzz,,merchant,2194.45,INR,P2M,24-03-2026 06:14,success,mobile_app,D6095,L1721,GPay,0
T10366,C1002,A2002,ritika325@upi,swati810@upi,C1038,customer,453.43,INR,P2P,07-04-2026 09:28,failed,QR,D2479,L7502,PhonePe,0
T10065,C1052,A2052,mohan534@apl,gamershub91@easebuzz,,merchant,344.65,INR,P2M,25-03-2026 14:52,success,intent,D7581,L1635,BHIM,0
T10254,C1023,A2023,kavita618@okhdfcbank,petrolpointonline@easebuzz,,merchant,6986.63,INR,P2M,21-03-2026 19:25,success,QR,D2849,L6758,BHIM,0
T10174,C1003,A2003,sunita6@ybl,offshorevaultonline@razorpay,,merchant,5715.85,INR,P2M,06-04-2026 13:28,success,QR,D4757,L5053,Paytm,0
T10116,C1074,A2074,simran321@oksbi,digitalmartpvt1@upi,,merchant,1050.81,INR,P2M,03-04-2026 07:10,success,intent,D1833,L5934,BHIM,0
T10456,C1039,A2039,nikhil832@oksbi,amit46@oksbi,C1055,customer,331.38,INR,P2P,03-04-2026 20:46,success,QR,D5049,L2766,BHIM,0
T10066,C1042,A2042,manoj694@paytm,petrolpointstore@easebuzz,,merchant,1443.62,INR,P2M,02-04-2026 08:21,success,QR,D5593,L9054,GPay,0
T10037,C1071,A2071,meena866@apl,levelup1@razorpay,,merchant,3248.67,INR,P2M,21-03-2026 15:07,success,mobile_app,D3141,L4246,BHIM,0
T10479,C1077,A2077,pooja142@paytm,betkingonline@razorpay,,merchant,149776.71,INR,P2M,02-04-2026 04:11,success,QR,D6679,L7616,BHIM,0
T10286,C1022,A2022,arun836@okicici,cryptonowstore@paytm,,merchant,485.38,INR,P2M,05-04-2026 01:50,failed,QR,D2390,L8175,PhonePe,0
T10467,C1051,A2051,meena352@apl,sachin13@ybl,C1009,customer,495.45,INR,P2P,25-03-2026 13:11,success,QR,D8215,L4185,Paytm,0
T10477,C1063,A2063,sanjay440@paytm,manoj185@okaxis,C1029,customer,222.07,INR,P2P,22-03-2026 15:18,success,QR,D9220,L9401,GPay,0
T10173,C1030,A2030,ritika966@okhdfcbank,speedfuelhub@upi,,merchant,9463.94,INR,P2M,23-03-2026 06:36,success,mobile_app,D8752,L9985,GPay,0
T10180,C1054,A2054,ritika464@upi,offshorevaultpvt@easebuzz,,merchant,5649.49,INR,P2M,01-04-2026 10:56,success,intent,D9715,L5404,BHIM,0
T10474,C1067,A2067,meena202@apl,petrolpointstore@easebuzz,,merchant,7440.85,INR,P2M,15-04-2026 23:39,success,intent,D1599,L4394,PhonePe,0
T10092,C1012,A2012,manoj174@paytm,speedfuelco@easebuzz,,merchant,6799.03,INR,P2M,27-03-2026 02:49,success,mobile_app,D5760,L6901,Paytm,0
T10208,C1009,A2009,sachin13@ybl,quickbazaarco@razorpay,,merchant,243.53,INR,P2M,08-04-2026 04:44,success,QR,D6706,L4120,Paytm,0
T10235,C1053,A2053,meena100@apl,meena145@paytm,C1076,customer,32586.93,INR,P2P,09-04-2026 17:46,success,intent,D6901,L1587,GPay,0
T10008,C1012,A2012,manoj174@paytm,kavita802@oksbi,C1016,customer,2747.74,INR,P2P,25-03-2026 05:15,success,intent,D2934,L1480,Paytm,1
T10122,C1026,A2026,manoj249@upi,anonpayindia1@upi,,merchant,366.23,INR,P2M,22-03-2026 03:18,success,intent,D3519,L1389,BHIM,0
T10062,C1022,A2022,arun836@okicici,neha182@paytm,C1024,customer,33403.07,INR,P2P,08-04-2026 18:32,success,mobile_app,D3422,L5225,Paytm,0
T10265,C1065,A2065,suresh721@oksbi,meena955@okhdfcbank,C1028,customer,419.03,INR,P2P,15-04-2026 16:37,success,QR,D4878,L9220,Paytm,0
T10415,C1021,A2021,mohan338@apl,bookmyflightindia1@upi,,merchant,8837.83,INR,P2M,12-04-2026 04:41,success,QR,D2626,L3527,Paytm,0
T10471,C1016,A2016,kavita802@oksbi,kiran603@okicici,C1047,customer,2725.13,INR,P2P,30-03-2026 12:11,success,mobile_app,D4098,L9773,Paytm,0
T10294,C1011,A2011,ritika573@okhdfcbank,deepa415@okicici,C1060,customer,6343.57,INR,P2P,31-03-2026 18:57,success,intent,D8379,L7750,PhonePe,0
T10264,C1018,A2018,ritika508@okhdfcbank,meena967@okhdfcbank,C1017,customer,5380.31,INR,P2P,07-04-2026 19:46,success,QR,D7974,L3945,BHIM,0
T10029,C1056,A2056,rahul352@oksbi,xr9281@apl,,customer,13305.44,INR,collect_request,25-03-2026 23:38,success,mobile_app,D4361,L9680,PhonePe,1
T10462,C1053,A2053,meena100@apl,meena967@okhdfcbank,C1017,customer,329.38,INR,P2P,02-04-2026 18:23,success,intent,D8140,L9407,Paytm,0
T10270,C1074,A2074,simran321@oksbi,cricketbetsstore1@paytm,,merchant,73.23,INR,P2M,11-04-2026 04:03,success,mobile_app,D3077,L9283,GPay,0
T10178,C1044,A2044,sunita101@ybl,shopmartpvt@paytm,,merchant,290.79,INR,collect_request,19-03-2026 01:54,success,QR,D5799,L4788,GPay,0
T10130,C1040,A2040,sunita255@upi,cricketbets77@razorpay,,merchant,197.76,INR,P2M,05-04-2026 07:56,success,QR,D8017,L3762,GPay,0
T10223,C1028,A2028,meena955@okhdfcbank,deepa675@okicici,C1034,customer,394.04,INR,collect_request,28-03-2026 11:35,success,mobile_app,D2083,L3901,BHIM,0
T10099,C1063,A2063,sanjay440@paytm,gadgetzoneonline@upi,,merchant,1673.79,INR,P2M,12-04-2026 05:53,success,mobile_app,D7203,L7607,PhonePe,0
T10083,C1016,A2016,kavita802@oksbi,anjali674@paytm,C1061,customer,6701.39,INR,P2P,28-03-2026 07:36,success,intent,D7112,L1230,Paytm,0
T10197,C1038,A2038,swati810@upi,gamershubstore@razorpay,,merchant,147.16,INR,P2M,27-03-2026 20:00,success,mobile_app,D9621,L5075,PhonePe,0
T10407,C1051,A2051,meena352@apl,gamershubstore@easebuzz,,merchant,315.97,INR,P2M,29-03-2026 21:27,success,intent,D1994,L9655,GPay,0
T10408,C1054,A2054,ritika464@upi,meena100@apl,C1053,customer,298.97,INR,P2P,04-04-2026 11:17,success,QR,D8147,L1340,PhonePe,0
T10209,C1044,A2044,sunita101@ybl,pooja499@okicici,C1078,customer,60.89,INR,P2P,25-03-2026 17:10,success,QR,D1735,L4825,PhonePe,0
T10289,C1009,A2009,sachin13@ybl,playzoneindia@upi,,merchant,113.72,INR,P2M,30-03-2026 10:01,success,intent,D3138,L1235,PhonePe,0
T10157,C1043,A2043,kiran989@paytm,coindealonline@easebuzz,,merchant,122411.91,INR,P2M,30-03-2026 18:42,success,intent,D8254,L7178,BHIM,0
T10250,C1026,A2026,manoj249@upi,amit613@apl,C1036,customer,297.21,INR,P2P,02-04-2026 18:03,success,intent,D6549,L9856,BHIM,0
T10196,C1007,A2007,sunita92@upi,gamershubindia@paytm,,merchant,384.56,INR,P2M,17-04-2026 14:03,success,QR,D9667,L1666,GPay,0
T10488,C1026,A2026,manoj249@upi,deepa415@okicici,C1060,customer,142.55,INR,P2P,02-04-2026 16:49,success,intent,D4325,L9232,BHIM,0
T10487,C1066,A2066,manoj819@okicici,betmaster@razorpay,,merchant,197.05,INR,P2M,13-04-2026 16:17,success,QR,D8835,L2126,BHIM,0
T10375,C1000,A2000,deepa76@oksbi,pooja798@oksbi,C1010,customer,332.73,INR,P2P,24-03-2026 22:50,success,intent,D7722,L6233,BHIM,0
T10207,C1064,A2064,rahul220@okhdfcbank,quickbazaaronline@razorpay,,merchant,364.04,INR,P2M,15-04-2026 08:55,success,mobile_app,D9589,L5034,PhonePe,0
T10350,C1069,A2069,rakesh321@paytm,petrolpointco@upi,,merchant,436.85,INR,P2M,24-03-2026 10:04,pending,QR,D8374,L6153,BHIM,0
T10396,C1057,A2057,simran169@okhdfcbank,playzonehub2@paytm,,merchant,5287.96,INR,P2M,05-04-2026 12:18,success,intent,D4053,L8112,BHIM,0
T10256,C1051,A2051,meena352@apl,rahul341@paytm,C1020,customer,157.36,INR,collect_request,04-04-2026 04:14,success,mobile_app,D8063,L8132,Paytm,0
T10412,C1002,A2002,ritika325@upi,shadowmart65@easebuzz,,merchant,167.36,INR,P2M,20-03-2026 04:31,failed,mobile_app,D6533,L8055,GPay,0
T10002,C1038,A2038,swati810@upi,xr8939@okicici,,customer,108025.44,INR,P2P,25-03-2026 02:24,success,intent,D4909,L1948,PhonePe,1
T10492,C1035,A2035,nikhil809@paytm,digitalmartonline@razorpay,,merchant,5839.64,INR,P2M,29-03-2026 04:23,success,QR,D7738,L2986,Paytm,0
T10443,C1031,A2031,sanjay299@oksbi,cryptoedge98@razorpay,,merchant,240.69,INR,P2M,01-04-2026 16:16,success,intent,D3742,L1008,GPay,0
T10100,C1010,A2010,pooja798@oksbi,sanjay440@paytm,C1063,customer,410.57,INR,P2P,11-04-2026 18:45,success,intent,D1291,L2681,BHIM,0
T10240,C1005,A2005,sunita90@okicici,cryptoedgepvt@paytm,,merchant,302.19,INR,P2M,30-03-2026 23:41,success,mobile_app,D6042,L5919,Paytm,0
T10069,C1022,A2022,arun836@okicici,winnersbetstore@upi,,merchant,424.82,INR,P2M,05-04-2026 03:08,success,intent,D4262,L5488,Paytm,0
T10434,C1011,A2011,ritika573@okhdfcbank,manoj185@okaxis,C1029,customer,6980.52,INR,P2P,20-03-2026 20:39,success,intent,D8259,L5544,GPay,0
T10036,C1041,A2041,anjali628@okaxis,leveluppvt@easebuzz,,merchant,370.02,INR,P2M,31-03-2026 06:23,success,mobile_app,D1509,L7625,BHIM,0
T10385,C1064,A2064,rahul220@okhdfcbank,quickbazaarindia@paytm,,merchant,202.63,INR,P2M,25-03-2026 12:28,success,QR,D2914,L6132,GPay,0
T10494,C1059,A2059,arun437@apl,shadowmart@paytm,,merchant,385.68,INR,P2M,25-03-2026 06:17,success,QR,D8606,L8942,BHIM,0
T10391,C1012,A2012,manoj174@paytm,techworld@razorpay,,merchant,1233.66,INR,P2M,23-03-2026 18:51,success,QR,D3519,L1473,GPay,0
T10145,C1077,A2077,pooja142@paytm,speedfuel36@paytm,,merchant,264.14,INR,P2M,24-03-2026 08:11,success,mobile_app,D8901,L3135,GPay,0
T10232,C1023,A2023,kavita618@okhdfcbank,swati502@ybl,C1079,customer,109.21,INR,P2P,11-04-2026 19:03,success,QR,D9904,L1094,BHIM,0
T10156,C1028,A2028,meena955@okhdfcbank,quickbazaarco@razorpay,,merchant,2750.73,INR,P2M,12-04-2026 05:05,success,mobile_app,D2185,L9243,Paytm,0
T10237,C1042,A2042,manoj694@paytm,offshorevaultpvt@easebuzz,,merchant,286.09,INR,P2M,13-04-2026 07:32,success,mobile_app,D8924,L5705,BHIM,0
T10194,C1066,A2066,manoj819@okicici,coindealindia@upi,,merchant,1394,INR,P2M,11-04-2026 04:46,success,mobile_app,D2617,L1521,BHIM,0
T10131,C1040,A2040,sunita255@upi,gadgetzoneindia@easebuzz,,merchant,149.69,INR,P2M,03-04-2026 17:34,success,QR,D8583,L8296,Paytm,0
T10433,C1048,A2048,meena495@oksbi,techworldco@upi,,merchant,374.02,INR,P2M,09-04-2026 11:28,success,intent,D8357,L3440,Paytm,0
T10283,C1063,A2063,sanjay440@paytm,betmasterstore1@razorpay,,merchant,338.15,INR,P2M,03-04-2026 15:33,success,QR,D1060,L9444,BHIM,0
T10078,C1064,A2064,rahul220@okhdfcbank,cryptoedgeonline@razorpay,,merchant,126.49,INR,P2M,24-03-2026 20:20,success,intent,D5237,L3999,Paytm,0
T10275,C1018,A2018,ritika508@okhdfcbank,simran169@okhdfcbank,C1057,customer,245.63,INR,P2P,13-04-2026 09:03,success,intent,D1672,L2595,Paytm,0
T10153,C1076,A2076,meena145@paytm,sanjay440@paytm,C1063,customer,398.12,INR,P2P,12-04-2026 18:58,success,QR,D4190,L1550,PhonePe,0
T10042,C1045,A2045,deepa765@okhdfcbank,divya834@ybl,C1072,customer,401.65,INR,P2P,27-03-2026 08:46,success,mobile_app,D6224,L4588,GPay,0
T10475,C1025,A2025,arun753@apl,ritika464@upi,C1054,customer,155.47,INR,P2P,05-04-2026 19:08,success,QR,D2388,L3200,GPay,0
T10358,C1046,A2046,sanjay401@apl,shadowmartonline@easebuzz,,merchant,38246.21,INR,P2M,13-04-2026 15:34,success,mobile_app,D5708,L5344,GPay,0
T10410,C1049,A2049,kavita943@oksbi,gadgetzone79@paytm,,merchant,126631.3,INR,P2M,26-03-2026 12:02,success,intent,D4394,L5627,GPay,0
T10318,C1014,A2014,suresh150@oksbi,simran143@ybl,C1033,customer,192.48,INR,P2P,20-03-2026 07:41,success,intent,D6192,L6633,PhonePe,0
T10079,C1011,A2011,ritika573@okhdfcbank,jetsetgopvt@easebuzz,,merchant,150.5,INR,P2M,31-03-2026 06:50,success,intent,D5817,L8598,GPay,0
T10221,C1023,A2023,kavita618@okhdfcbank,fastcash99hub@easebuzz,,merchant,493.68,INR,P2M,29-03-2026 21:47,success,mobile_app,D1427,L6886,GPay,0
T10258,C1056,A2056,rahul352@oksbi,anjali276@ybl,C1013,customer,480.15,INR,P2P,06-04-2026 00:44,success,QR,D9098,L2007,GPay,0
T10216,C1032,A2032,lata815@paytm,cryptonowhub@easebuzz,,merchant,9013.62,INR,collect_request,29-03-2026 14:05,failed,mobile_app,D6599,L7436,PhonePe,0
T10225,C1078,A2078,pooja499@okicici,anonpayhub@upi,,merchant,90070.82,INR,P2M,12-04-2026 21:52,success,mobile_app,D8399,L8485,GPay,0
T10241,C1000,A2000,deepa76@oksbi,divya834@ybl,C1072,customer,199.98,INR,P2P,27-03-2026 03:53,success,mobile_app,D6415,L6536,BHIM,0
T10085,C1021,A2021,mohan338@apl,xtremegaming61@razorpay,,merchant,70.57,INR,P2M,04-04-2026 00:52,success,QR,D3192,L6615,BHIM,0
T10193,C1068,A2068,sunita687@apl,offshorevaulthub@easebuzz,,merchant,2708.83,INR,P2M,03-04-2026 07:07,success,QR,D6276,L2809,GPay,0
T10203,C1009,A2009,sachin13@ybl,arjun605@oksbi,C1073,customer,8136.14,INR,P2P,02-04-2026 05:15,success,mobile_app,D7251,L2285,GPay,0
T10184,C1034,A2034,deepa675@okicici,shopmartonline@paytm,,merchant,1642.46,INR,P2M,06-04-2026 03:50,success,mobile_app,D2998,L5078,BHIM,0
T10335,C1009,A2009,sachin13@ybl,sunita101@ybl,C1044,customer,109.05,INR,P2P,09-04-2026 02:10,success,intent,D9570,L6604,PhonePe,0
T10427,C1046,A2046,sanjay401@apl,mohan534@apl,C1052,customer,115.95,INR,P2P,24-03-2026 22:48,success,QR,D4519,L8309,GPay,0
T10139,C1062,A2062,ankit756@okhdfcbank,meena967@okhdfcbank,C1017,customer,8984.55,INR,P2P,12-04-2026 14:45,success,intent,D5600,L4465,PhonePe,0
T10393,C1027,A2027,ankit837@paytm,sunita92@upi,C1007,customer,8214.02,INR,P2P,16-04-2026 20:59,success,QR,D2516,L7534,Paytm,0
T10421,C1051,A2051,meena352@apl,oilstoppvt1@easebuzz,,merchant,142.31,INR,P2M,04-04-2026 09:31,success,intent,D7627,L4232,Paytm,0
T10295,C1022,A2022,arun836@okicici,sanjay440@paytm,C1063,customer,1338.59,INR,P2P,02-04-2026 06:11,success,QR,D7861,L1074,PhonePe,0
T10146,C1055,A2055,amit46@oksbi,meena202@apl,C1067,customer,216.67,INR,P2P,11-04-2026 00:59,failed,QR,D6742,L2600,BHIM,0
T10155,C1075,A2075,deepa120@okicici,cryptoedgepvt@upi,,merchant,56.91,INR,P2M,14-04-2026 18:41,success,intent,D6703,L6693,Paytm,0
T10363,C1018,A2018,ritika508@okhdfcbank,playzonepvt@razorpay,,merchant,385.9,INR,P2M,21-03-2026 18:20,success,intent,D4335,L7757,Paytm,0
T10310,C1071,A2071,meena866@apl,quickbazaarindia@easebuzz,,merchant,2842.41,INR,P2M,15-04-2026 19:09,success,intent,D4437,L4693,Paytm,0
T10090,C1077,A2077,pooja142@paytm,bitswap@upi,,merchant,168.35,INR,P2M,26-03-2026 10:07,success,mobile_app,D9980,L9132,PhonePe,0
T10217,C1011,A2011,ritika573@okhdfcbank,bookmyflightpvt1@easebuzz,,merchant,5686.46,INR,P2M,30-03-2026 07:19,success,intent,D3502,L7987,Paytm,0
T10125,C1064,A2064,rahul220@okhdfcbank,ritika573@okhdfcbank,C1011,customer,404.1,INR,P2P,06-04-2026 03:39,failed,QR,D1504,L8765,PhonePe,0
T10101,C1052,A2052,mohan534@apl,cryptoedgeco@upi,,merchant,297.09,INR,P2M,02-04-2026 10:09,success,intent,D4389,L8474,Paytm,0
T10084,C1067,A2067,meena202@apl,winnersbetstore@upi,,merchant,354.54,INR,P2M,02-04-2026 18:53,success,mobile_app,D2682,L7284,Paytm,0
T10159,C1028,A2028,meena955@okhdfcbank,deepa765@okhdfcbank,C1045,customer,3069.37,INR,P2P,31-03-2026 10:06,success,mobile_app,D5706,L2523,BHIM,0
T10239,C1023,A2023,kavita618@okhdfcbank,neha182@paytm,C1024,customer,3094.49,INR,P2P,24-03-2026 08:40,success,intent,D4396,L7793,BHIM,0
T10218,C1077,A2077,pooja142@paytm,meena967@okhdfcbank,C1017,customer,294.01,INR,P2P,28-03-2026 10:59,success,mobile_app,D6062,L9582,PhonePe,0
T10399,C1072,A2072,divya834@ybl,anjali276@ybl,C1013,customer,84.44,INR,P2P,10-04-2026 04:38,success,intent,D5151,L6823,Paytm,0
T10259,C1027,A2027,ankit837@paytm,winnersbet92@easebuzz,,merchant,8985.35,INR,P2M,25-03-2026 21:07,success,QR,D9704,L5775,BHIM,0
T10120,C1069,A2069,rakesh321@paytm,jetsetgoonline@easebuzz,,merchant,1222.35,INR,P2M,09-04-2026 06:23,success,QR,D1718,L5856,PhonePe,0
T10344,C1024,A2024,neha182@paytm,fastcash99store@razorpay,,merchant,9052.79,INR,P2M,11-04-2026 12:05,success,intent,D2723,L7494,BHIM,0
